Category,Subcategory,Item Name,ItemID,Catalog ID,Contract ID,contract total value,contract start date,contract end date,contract term,PurchaseID,User Name,UserID,Supplier Name,SupplierID,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Country,Contact Number,Email,Rating,Avg Delivery Time,Lead Time,Reliability Score,Description,Specifications
Photography Equipment,Digital Camera,Sony Alpha a7 III,I203,,CNT010,1237878.76,7/2/2024,7/2/2026,2 years,PO1252,Carolyn Conner,US176,Hill-Lopez,SUP109,3/3/2024,3/30/2024,20,179.37,3587.4,CC170,GL20020,USD,Jennifer Bates,1500000,1498887.4,Warehouse,Employee,India,+91 3937587667,hill-lopez@gmail.com,2.88,6,11,2.38,"The Sony Alpha a7 III is a versatile mirrorless camera with a 24.2MP sensor and 4K video recording, ideal for both photo and video enthusiasts.","Specs: 24.2MP full-frame sensor, 4K video, 10fps burst, 693-point AF."
Robotics,Industrial Robot,Universal Robots UR10,I176,,CNT001,63594.75,7/2/2024,7/2/2027,3 years,PO1253,Jack Edwards,US145,"Taylor, Smith and Co",SUP100,6/17/2024,7/3/2024,18,54.15,974.7,CC159,GL20009,USD,April Snyder,80000,79747.82,Finance,Employee,Brazil,+55 4551244952,taylorsmithandco@gmail.com,2.91,9,12,1.86,"The Universal Robots UR10 is a flexible industrial robot with a 10 kg payload and a reach of 1300 mm, perfect for collaborative applications.","Specs: 10 kg payload, 1.3 m reach, IP64 protection, table-top mounting."
Photography Equipment,Digital Camera,Leica Q2,I208,,CNT010,838762.91,7/2/2024,7/2/2025,1 years,PO1254,Jeffrey Wolfe,US150,Hill-Lopez,SUP109,4/19/2024,5/11/2024,12,58.65,703.8,CC194,GL20044,USD,Janice Johnston,1500000,1499084.16,Production,Department Head,India,+91 3937587667,hill-lopez@gmail.com,2.88,6,11,2.38,"The Leica Q2 is a premium compact camera with a 47.3MP full-frame sensor and 4Kvideo recording, known for its exceptional image quality.","Specs: 47.3MP full-frame sensor, 4K video, 10fps burst, 28mm f/1.7 lens."
Navigation & Tracking,GPS Tracking Device,Americaloc GL300W,I190,,CNT013,5984.57,7/2/2024,7/2/2025,1 years,PO1255,Linda Hansen,US134,Lewis-Williams,SUP112,2/5/2024,2/22/2024,1,128.7,128.7,CC160,GL20010,USD,April Snyder,1500000,1499922.64,Finance,Procurement Manager,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,"The Americaloc GL300W is a versatile GPS tracker with real-time tracking and extended battery life, ideal for various tracking needs.","Specs: 3-week battery life, real-time updates, geofencing, waterproof IP67."
Navigation & Tracking,GPS Tracking Device,Optimus 2.0,I189,,CNT007,2525302.37,7/2/2024,7/2/2026,2 years,PO1256,Mary Clay,US198,"Adams, Davis and Johnson",SUP106,6/9/2024,6/25/2024,16,269.95,4319.2,CC160,GL20010,USD,April Snyder,1500000,1498410.88,Finance,Department Head,France,+33 7734570375,adamsdavisandjohnson@gmail.com,2.44,10,15,1.04,"The Optimus 2.0 is a compact GPS tracker with real-time tracking and long battery life, suitable for personal and asset tracking.","Specs: 4-week battery life, real-time updates, geofencing, IP67 rating."
Navigation &Tracking,GPS Tracking Device,LandAirSea 54,I185,,CNT006,88440.81,7/2/2024,7/2/2025,1 years,PO1257,Elijah Bates,US171,"Parker, Clark and Peterson",SUP105,1/16/2024,2/4/2024,3,156.5,469.5,CC00,GL0000,USD,Robin Lopez,100000,99702.61,Assembly,Department Head,UK,+44 2531987928,parkerclarkandpeterson@gmail.com,4.79,9,10,3.2,"The LandAirSea 54 is a waterproof GPS tracker with real-time tracking and geofencing capabilities, ideal for vehicle tracking.","Specs: Waterproof IP67, 2-week battery life, geofencing, real-time updates."
Scanning Devices,Barcode Scanner,NADAMOO Wireless Scanner,I195,,CNT006,18517.77,7/2/2024,7/2/2027,3 years,PO1258,Joe Meyer,US133,"Parker, Clark and Peterson",SUP105,2/17/2024,3/10/2024,2,102.66,205.32,CC177,GL20027,USD,Sean Green,5000000,4999863.92,Marketing,Employee,UK,+44 2531987928,parkerclarkandpeterson@gmail.com,4.79,9,10,3.2,"The NADAMOO Wireless Scanner offers wireless scanning with a long transmission range, ideal for warehouse and inventory management.","Specs: 1D/2D scanning, 100 ft range, bluetooth connectivity, rechargeable battery."
Robotics,Industrial Robot,KUKA KR 10 R1100,I174,,CNT007,414426.94,7/2/2024,7/2/2027,3 years,PO1259,Christine Decker,US121,"Adams, Davis and Johnson",SUP106,2/4/2024,2/20/2024,8,118.29,946.32,CC191,GL20041,USD,Janice Johnston,80000,79356.24,Production,Employee,France,+33 7734570375,adamsdavisandjohnson@gmail.com,2.44,10,15,1.04,"The KUKA KR 10 R1100 is a compact industrial robot with high precision and speed, designed for small to medium-sized production tasks.","Specs: 10 kg payload, 1.1 m reach, IP67 protection, floor-mounted."
HVAC Systems,Air Conditioning Unit,Frigidaire FFRE0833S1,I223,,CNT003,293970,7/2/2024,7/2/2025,1 years,PO1260,Alicia Gilbert,US139,Evans Ltd,SUP102,5/5/2024,5/26/2024,11,291.13,3202.43,CC196,GL20046,USD,Janice Johnston,1500000,1499457.81,Production,Department Head,Australia,+61 3792783940,evansltd@gmail.com,4.91,9,11,1.14,The Frigidaire FFRE0833S1 is a reliable window air conditioner with 8000 BTU cooling capacity and energy-saving features.,"Specs: 8,000 BTU, Energy Star certified, 12.1 EER, multiple fan speeds."
HVAC Systems,Air Conditioning Unit,Daikin 17 Series Mini Split,I224,,CNT002,187991.62,7/2/2024,7/2/2027,3 years,PO1261,Summer Carroll,US120,Green-Robinson,SUP101,2/18/2024,3/3/2024,19,216.09,4105.71,CC180,GL20030,USD,Sean Green,1500000,1499566.42,Marketing,Employee,Japan,+81 1654376654,green-robinson@gmail.com,2.6,9,12,1.13,The Daikin 17 Series Mini Split is a high-efficiency air conditioning unit with advanced inverter technology and quiet operation.,"Specs: 17 SEER, inverter compressor, multi-zone capability, ENERGY STAR certified."
Servers & Data Centers,Server,Oracle Server X8-2,I240,,CNT008,76341.69,7/2/2024,7/2/2026,2 years,PO1262,Riley Nelson,US159,Martin-White,SUP107,3/29/2024,4/20/2024,6,243.05,1458.3,CC197,GL20047,USD,Janice Johnston,5000000,4999723.7,Production,Department Head,China,+86 6305666875,martin-white@gmail.com,2.16,10,15,4.22,"The Oracle Server X8-2 is a powerful server with advanced performance and scalability, ideal for database and enterprise applications.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, Oracle Solaris OS support."
Servers & Data Centers,Server,Dell PowerEdge R740,I232,,CNT015,187662.24,7/2/2024,7/2/2026,2 years,PO1263,Larry Patton,US189,Scott-Morse,SUP114,4/29/2024,5/10/2024,15,274.21,4113.15,CC157,GL20007,USD,Kimberly Maynard,5000000,4999566.8,Maintenance,Employee,Canada,+1 2910344694,scott-morse@gmail.com,3.18,10,13,2.57,"The Dell PowerEdge R740 is a powerful server with flexible storage options and advanced performance, ideal for data centers.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, up to 16 NVMe drives."
Power Backup,Generator,Yamaha EF2000iSv2,I167,,CNT013,153554.26,7/2/2024,7/2/2027,3 years,PO1264,Jesus Watkins,US144,Lewis-Williams,SUP112,5/15/2024,5/26/2024,18,261.84,4713.12,CC190,GL20040,USD,Janice Johnston,100000,99608.14,Production,Department Head,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,"The Yamaha EF2000iSv2 is a compact inverter generator with 2000 watts of clean power, ideal for sensitive electronics.","Specs: 79 cc engine, 10.5-hour run time, 44 lbs, inverter technology."
Robotics,Industrial Robot,Universal Robots UR10,I176,,CNT011,19628.01,7/2/2024,7/2/2026,2 years,PO1265,Andrew Parrish,US131,Gonzalez Inc,SUP110,5/26/2024,6/14/2024,10,124.45,1244.5,CC191,GL20041,USD,Janice Johnston,80000,79859.9,Production,Employee,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,"The Universal Robots UR10 is a flexible industrial robot with a 10 kg payload and a reach of 1300 mm, perfect for collaborative applications.","Specs: 10 kg payload, 1.3 m reach, IP64 protection, table-top mounting."
HVAC Systems,Air Conditioning Unit,Haier ESAQ406T,I228,,CNT014,886196.3,7/2/2024,7/2/2026,2 years,PO1266,George Santos,US153,Roberts-Ferguson,SUP113,3/17/2024,4/12/2024,11,106.2,1168.2,CC196,GL20046,USD,Janice Johnston,1500000,1499058.62,Production,Procurement Manager,Australia,+61 4783872417,roberts-ferguson@gmail.com,4.74,5,9,1.32,The Haier ESAQ406T is a quiet window air conditioner with 6050 BTU cooling capacity and energy-saving features.,"Specs: 6,050 BTU, 11.2 EER, energy saver mode, remote control."
Audio Equipment,Sound System,Mackie Thump15A,I217,,CNT004,155756.52,7/2/2024,7/2/2026,2 years,PO1267,Larry Patton,US189,Brown and Sons,SUP103,2/19/2024,3/9/2024,14,263.68,3691.52,CC155,GL20005,USD,Kimberly Maynard,5000000,4999605.34,Maintenance,Employee,UK,+44 6013776014,brownandsons@gmail.com,3.16,8,12,4.27,"The Mackie Thump15A is a powerful and affordable powered speaker with deep bass and clear sound, ideal for DJs and live bands.","Specs: 300W power, 15-inch woofer, 2-way powered speaker, lightweight design."
Navigation & Tracking,GPS Tracking Device,Vyncs GPS Tracker,I187,,CNT016,21205.18,7/2/2024,7/2/2025,1 years,PO1268,Zachary Ruiz,US104,"Gonzalez, Turner and Allen",SUP115,3/12/2024,3/22/2024,3,51.79,155.37,CC152,GL20002,USD,Kimberly Maynard,1500000,1499854.38,Maintenance,Department Head,China,+86 2265673257,gonzalezturnerandallen@gmail.com,3.37,5,10,1.85,"The Vyncs GPS Tracker offers real-time tracking with vehicle diagnostics and trip history, suitable for fleet management.","Specs: Real-time tracking, engine diagnostics, trip history, geofencing."
Navigation & Tracking,GPS Tracking Device,Spytec GL300,I183,,CNT005,2884222.89,7/2/2024,7/2/2027,3 years,PO1269,Craig Nichols,US175,"Campbell, Murphy and Olson",SUP104,4/26/2024,5/16/2024,17,150.06,2551.02,CC176,GL20026,USD,Sean Green,1500000,1498301.7,Marketing,Procurement Manager,Germany,+49 6910688132,campbellmurphyandolson@gmail.com,2.79,3,5,4.31,"The Spytec GL300 is a reliable GPS tracker with real-time tracking and long battery life, suitable for personal and vehicle tracking.","Specs: 2-week battery life, real-time updates, geofencing, IP66 rating."
HVAC Systems,Air Conditioning Unit,Carrier Infinity 21 Central AC,I226,,CNT016,38994.4,7/2/2024,7/2/2026,2 years,PO1270,Jennifer Crosby,US172,"Gonzalez, Turner and Allen",SUP115,3/18/2024,3/24/2024,7,78.67,550.69,CC172,GL20022,USD,Jennifer Bates,1500000,1499802.53,Warehouse,Department Head,China,+86 2265673257,gonzalezturnerandallen@gmail.com,3.37,5,10,1.85,The Carrier Infinity 21 Central AC is a high-efficiency central air conditioning system with advanced features and quiet operation.,"Specs: 21 SEER, Greenspeed Intelligence, two-stage compressor, quiet operation."
Scanning Devices,Barcode Scanner,Symbol LS2208,I196,,CNT001,978575.99,7/2/2024,7/2/2027,3 years,PO1271,Tammy Foster,US111,"Taylor, Smith and Co",SUP100,7/1/2024,7/16/2024,17,280.68,4771.56,CC177,GL20027,USD,Sean Green,5000000,4999010.77,Marketing,Procurement Manager,Brazil,+55 4551244952,taylorsmithandco@gmail.com,2.91,9,12,1.86,The Symbol LS2208 is a lightweight handheld barcode scanner with reliable performance and wide application range.,"Specs: 1D scanning, 17 ft range, IP42 rating, 100 scans/second."
HVAC Systems,Air Conditioning Unit,GE Profile PHC08LY,I231,,CNT015,349848.59,7/2/2024,7/2/2025,1 years,PO1272,George Santos,US153,Scott-Morse,SUP114,3/9/2024,3/15/2024,18,183.35,3300.3,CC196,GL20046,USD,Janice Johnston,1500000,1499408.52,Production,Procurement Manager,Canada,+1 2910344694,scott-morse@gmail.com,3.18,10,13,2.57,The GE Profile PHC08LY is a smart window air conditioner with Wi-Fi connectivity and 8000 BTU cooling capacity.,"Specs: 8,000 BTU, Wi-Fi enabled, energy-saving mode, remote access."
Servers & Data Centers,Server,Lenovo ThinkSystem SR650,I234,,CNT012,109905.51,7/2/2024,7/2/2025,1 years,PO1273,Jessica Foley,US152,Clark-Roberts,SUP111,4/18/2024,5/11/2024,4,147.56,590.24,CC197,GL20047,USD,Janice Johnston,5000000,4999668.48,Production,Employee,Germany,+49 2606446484,clark-roberts@gmail.com,4.78,9,12,3.9,"The Lenovo ThinkSystem SR650 is a high-performance server with flexible storage and advanced reliability features, designed for data-intensive applications.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, up to 16 NVMe drives."
Audio Equipment,Sound System,QSC K12.2,I215,,CNT002,73984,7/2/2024,7/2/2027,3 years,PO1274,Caleb Jones,US182,Green-Robinson,SUP101,3/22/2024,4/9/2024,20,283.4,5668,CC179,GL20029,USD,Sean Green,5000000,4999728,Marketing,Employee,Japan,+81 1654376654,green-robinson@gmail.com,2.6,9,12,1.13,"The QSC K12.2 is a powerful active speaker with advanced DSP and high output, suitable for professional audio applications.","Specs: 1000W power, 12-inch woofer, 2-way active speaker, DSP processing."
Robotics,Industrial Robot,ABB IRB 6700,I172,,CNT013,47681.09,7/2/2024,7/2/2027,3 years,PO1275,Jason Barnes,US160,Lewis-Williams,SUP112,1/17/2024,1/20/2024,4,170.84,683.36,CC167,GL20017,USD,Jennifer Bates,80000,79781.64,Warehouse,Employee,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,"The ABB IRB 6700 is an industrial robot with high payload capacity and precision, suitable for heavy-duty applications.","Specs: 235 kg payload, 3.2 m reach, IP67 protection, floor-mounted."
Audio Equipment,Sound System,Bose L1 Compact,I212,,CNT013,75845.16,7/2/2024,7/2/2026,2 years,PO1276,Shawn Zuniga,US195,Lewis-Williams,SUP112,3/13/2024,3/23/2024,10,115.6,1156,CC171,GL20021,USD,Jennifer Bates,5000000,4999724.6,Warehouse,Procurement Manager,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,The Bose L1 Compact is a portable line array sound system with excellent sound quality and easy setup.,"Specs: 180W power, 2.5-hour battery life, 4-channel mixer, Bluetooth connectivity."
Robotics,Industrial Robot,Universal Robots UR10,I176,,CNT004,63594.75,7/2/2024,7/2/2027,3 years,PO1277,Gloria King,US173,Brown and Sons,SUP103,4/7/2024,4/28/2024,18,202.45,3644.1,CC175,GL20025,USD,Sean Green,80000,79747.82,Marketing,Procurement Manager,UK,+44 6013776014,brownandsons@gmail.com,3.16,8,12,4.27,"The Universal Robots UR10 is a flexible industrial robot with a 10 kg payload and a reach of 1300 mm, perfect for collaborative applications.","Specs: 10 kg payload, 1.3 m reach, IP64 protection, table-top mounting."
Robotics,Industrial Robot,Mitsubishi RV-7FR,I177,,CNT011,153930.68,7/2/2024,7/2/2026,2 years,PO1278,Renee Colon,US177,Gonzalez Inc,SUP110,2/15/2024,3/7/2024,6,61.48,368.88,CC175,GL20025,USD,Sean Green,80000,79607.66,Marketing,Procurement Manager,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,"The Mitsubishi RV-7FR is a compact industrial robot with a 7 kg payload and high-speed capabilities, ideal for precision tasks.","Specs: 7 kg payload, 0.72 m reach, IP67 protection, table-top mounting."
Power Backup,Generator,Westinghouse WGen7500,I164,,CNT003,2253811.61,7/2/2024,7/2/2025,1 years,PO1279,Shawn Zuniga,US195,Evans Ltd,SUP102,6/29/2024,7/27/2024,17,269.85,4587.45,CC166,GL20016,USD,Jennifer Bates,100000,98498.73,Warehouse,Procurement Manager,Australia,+61 3792783940,evansltd@gmail.com,4.91,9,11,1.14,"The Westinghouse WGen7500 is a powerful portable generator with 7500 running watts and 9500 peak watts, equipped with a remote start.","Specs: 420 cc engine, 16-hour run time, 192 lbs, electric start."
Navigation & Tracking,GPS Tracking Device,Tracki 2020 Model Mini Tracker,I184,,CNT013,411406.79,7/2/2024,7/2/2025,1 years,PO1280,John Martinez,US197,Lewis-Williams,SUP112,3/21/2024,4/18/2024,17,86.13,1464.21,CC176,GL20026,USD,Sean Green,1500000,1499358.59,Marketing,Procurement Manager,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,The Tracki 2020 Model Mini Tracker offers real-time GPS tracking with global coverage and compact design.,"Specs: 5-day battery life, global coverage, IP67 rating, compact size."
Navigation &Tracking,GPS Tracking Device,LandAirSea 54,I185,,CNT003,1189037.58,7/2/2024,7/2/2027,3 years,PO1281,Steven Steele,US168,Evans Ltd,SUP102,6/12/2024,7/4/2024,11,288.77,3176.47,CC00,GL0000,USD,Jennifer Bates,100000,98909.57,Warehouse,Department Head,Australia,+61 3792783940,evansltd@gmail.com,4.91,9,11,1.14,"The LandAirSea 54 is a waterproof GPS tracker with real-time tracking and geofencing capabilities, ideal for vehicle tracking.","Specs: Waterproof IP67, 2-week battery life, geofencing, real-time updates."
HVAC Systems,Air Conditioning Unit,Haier ESAQ406T,I228,,CNT013,593238.85,7/2/2024,7/2/2026,2 years,PO1282,Mark Parrish,US106,Lewis-Williams,SUP112,5/25/2024,6/21/2024,9,223.74,2013.66,CC164,GL20014,USD,April Snyder,1500000,1499229.78,Finance,Department Head,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,The Haier ESAQ406T is a quiet window air conditioner with 6050 BTU cooling capacity and energy-saving features.,"Specs: 6,050 BTU, 11.2 EER, energy saver mode, remote control."
Photography Equipment,Digital Camera,Canon EOS R5,I202,,CNT002,538154.29,7/2/2024,7/2/2025,1 years,PO1283,Lori Jones,US102,Green-Robinson,SUP101,2/1/2024,2/10/2024,11,111.91,1231.01,CC170,GL20020,USD,Jennifer Bates,1500000,1499266.41,Warehouse,Employee,Japan,+81 1654376654,green-robinson@gmail.com,2.6,9,12,1.13,The Canon EOS R5 is a high-performance mirrorless camera with 45MP resolution and 8K video recording capabilities.,"Specs: 45MP full-frame sensor, 8K video, 20fps burst, 5.76M-dot EVF."
HVAC Systems,Air Conditioning Unit,Carrier Infinity 21 Central AC,I226,,CNT010,7162.24,7/2/2024,7/2/2026,2 years,PO1284,April Brown,US181,Hill-Lopez,SUP109,3/21/2024,4/2/2024,3,143.82,431.46,CC196,GL20046,USD,Janice Johnston,1500000,1499915.37,Production,Employee,India,+91 3937587667,hill-lopez@gmail.com,2.88,6,11,2.38,The Carrier Infinity 21 Central AC is a high-efficiency central air conditioning system with advanced features and quiet operation.,"Specs: 21 SEER, Greenspeed Intelligence, two-stage compressor, quiet operation."
Photography Equipment,Digital Camera,Canon EOS R5,I202,,CNT003,871721,7/2/2024,7/2/2026,2 years,PO1285,Christine Decker,US121,Evans Ltd,SUP102,5/14/2024,6/1/2024,14,209.13,2927.82,CC194,GL20044,USD,Janice Johnston,1500000,1499066.34,Production,Employee,Australia,+61 3792783940,evansltd@gmail.com,4.91,9,11,1.14,The Canon EOS R5 is a high-performance mirrorless camera with 45MP resolution and 8K video recording capabilities.,"Specs: 45MP full-frame sensor, 8K video, 20fps burst, 5.76M-dot EVF."
Navigation & Tracking,GPS Tracking Device,Bouncie GPS Car Tracker,I188,,CNT011,215110.44,7/2/2024,7/2/2026,2 years,PO1286,Riley Nelson,US159,Gonzalez Inc,SUP110,4/20/2024,5/14/2024,20,57.74,1154.8,CC192,GL20042,USD,Janice Johnston,1500000,1499536.2,Production,Department Head,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,"The Bouncie GPS Car Tracker provides real-time tracking with driving insights and roadside assistance, ideal for vehicle monitoring.","Specs: Real-time tracking, driving insights, roadside assistance, geofencing."
Scanning Devices,Barcode Scanner,WoneNice USB Laser Scanner,I198,,CNT010,109700.06,7/2/2024,7/2/2025,1 years,PO1287,Michael Gomez,US141,Hill-Lopez,SUP109,5/26/2024,6/8/2024,11,75.01,825.11,CC185,GL20035,USD,Robin Lopez,5000000,4999668.79,Assembly,Employee,India,+91 3937587667,hill-lopez@gmail.com,2.88,6,11,2.38,The WoneNice USB Laser Scanner offers fast and accurate scanning with a simple plug-and-play design.,"Specs: 1D scanning, USB connectivity, 100 scans/second, 5 ft range."
HVAC Systems,Air Conditioning Unit,Friedrich Chill Premier,I229,,CNT009,56548.84,7/2/2024,7/2/2026,2 years,PO1288,Anne Taylor,US113,Hughes-Baker,SUP108,4/22/2024,5/7/2024,10,126.11,1261.1,CC156,GL20006,USD,Kimberly Maynard,1500000,1499762.2,Maintenance,Department Head,France,+33 7293335685,hughes-baker@gmail.com,2.16,5,9,4.49,The Friedrich Chill Premier is a smart window air conditioner with Wi-Fi connectivity and 8000 BTU cooling capacity.,"Specs: 8,000 BTU, Wi-Fi enabled, energy-saving mode, remote access."
